track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,shazam_counts,explicit_track
EXCESOS,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300776,"1,785",34,140289944,11244,6732068,67,102146155,355596,182200,558350,5016260,419693279,24,73,86,13,6745694,1,8663386,2170,364193,0
VVV,VVV,mikeeysmind,2023-10-21,DGA0L2303147,"1,782",34,66104800,18865,2295894,67,20813530,308805,413000,17404126,144294559,1045559887,28,3,86,1,9696,17,46806,86,1101523,1
EL BARCO,EL BARCO,KAROL G,2021-03-25,USUM72023902,"1,780",34,304116211,21517,8048081,72,692863553,2439195,186881,13802946,184413760,716282244,32,5957,105,10,2012566,14,47500299,14392,701730,0
Breakfast Challenge Song (Slowly),Breakfast Challenge Song (Slowly),SPENCE,2021-06-22,TCAFQ2131059,"1,781",34,861521,374,206771,14,273898,2095,6140453,439126369,6861330893,98142716,28,5954,86,15,237120,17,12735768,28,215105,0
Heaven,Heaven,Niall Horan,2023-02-17,USUG12300779,"1,784",34,229993968,29447,13951617,68,25068301,605989,76768,30680818,303361656,7773249,56,153416,356,19,243788,21,11303585,1836,1752464,0
Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,2022-01-05,TCAFY2118876,"1,783",34,437029775,71202,18194896,67,60320365,602827,52700,31427513,261236772,2169985836,59,167522,927,43,616800,31,38926392,27268,2895512,0
This Side of Paradise,Color,Coyote Theory,2020-12-11,QMW9F1100003,"1,789",34,515923885,121767,25106201,72,166794513,2438100,520891,383884667,2574138698,6350,7,18,86,2,16264,17,2672470,8628,2561309,0
Pipoco,Pipoco,Ana Castela,2022-05-20,BXHZ02200008,"1,794",34,238890270,27066,8621319,60,384799195,2963384,465300,88637887,1298188205,525707358,14,4831,86,34,177404,11,12735768,7832,411758,0
Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,USSM12104771,"1,791",34,499085551,64967,25228814,62,189120015,2445070,193708,100580695,864218422,922572446,125,199403,20,39,419948,30,14153785,4185,3990487,0
My Baby,My Baby,Diamond Platnumz,2023-02-03,ZA41S2300062,"1,787",34,239850720,757,61488,30,25504572,187689,2579200,23151822,341343712,9191413,28,252,86,15,237120,17,15614,151,201503,0
DNA (Loving You) [feat. Hannah Boleyn],DNA (Loving You) [feat. Hannah Boleyn] - Single,Billy Gillies,2023-07-28,USAT22307379,"1,792",34,71722674,15522,22597896,68,25459927,162133,17628,791989,18182823,131619237,43,55349,94,23,707344,19,7167,64,952963,0
The Magic Bomb,The Magic Bomb,Hoï¿½ï¿½ng ,2021-04-20,NLZ542100934,"1,788",34,4224438,2333,240248,31,4404312,94056,6400664,838003900,10173667723,994101,3,3,205,1,2116,3,889278,717,13990,0
Paani Paani,Paani Paani,Badshah,2021-06-09,INH102100261,"1,790",34,89815962,9126,3802888,54,850941688,6694074,182200,26534406,265917250,158313518,8,1560,86,2,1370,11,125172,7832,176468,0
Static,Gemini Rights,Steve Lacy,2022-07-15,USRC12202285,"1,786",34,304386086,69159,17570340,72,18632784,257442,326956,217253263,1303631045,86936272,22,2174,372,15,227403,1,1716467,4865,651001,1
Sabran,Sabran,AL SHAMI,2024-02-10,LBA132400142,"1,801",34,5501185,613,980583,67,94138006,852151,182200,26534406,265917250,1110946120,4,99,86,15,237120,17,12735768,7832,118843,0
Komet,Komet,Udo Lindenberg,2023-01-19,DEA622202192,"1,796",34,223211332,47584,5249832,68,83855008,603186,93,5456,95067,292977607,27,67360,86,12,3383006,9,12735768,7832,940223,0
Hecha Pa' Mi,Mas Negro Que Rojo,Boza,2020-07-31,USSD12000196,"1,797",34,627556563,87091,25572110,67,315121318,1921904,1957950,109942926,829202200,17231013,110,31933,93,30,322638,12,1524695,1786,1608693,0
SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,2022-10-31,QZAKB2203051,"1,798",34,516541770,50163,5857724,67,153636776,2047892,153401,73405119,893095805,86778108,28,112,343,15,237120,17,12735768,7832,854584,1
Caramelo,Caramelo,Ozuna,2020-06-11,USXDR2000567,"1,795",34,508151972,68478,20213678,56,585332283,2893537,694200,40465854,387733644,163225146,68,10140,64,21,454231,42,29787813,10115,1234460,0
Virtual Angel,<Dall>,ARTMS,2024-05-31,KRA382401742,"1,810",34,2371467,241,4606660,67,11364565,212716,182200,26534406,265917250,98142716,7,16,86,15,237120,7,209,7832,4320,0
Maria Mariah,Maria Mariah,JC NO BEAT,2023-11-17,BCLWS2302458,"1,811",34,33605864,12453,3161785,32,107114515,805527,182200,1970109,25541775,488737787,4,342,5,4,1999794,14,12735768,7832,160253,1
Fï¿½ï¿½S,Fï¿½ï¿½S,Britney Manson,2023-08-11,RUB 862300027.00,"1,808",34,140756753,20909,5720836,36,60902734,885239,425901,139431702,982755143,84060916,28,11,86,2,27804,17,378942,1511,459549,1
Spokojnie,Ninja,HOT DONUTS,2023-02-26,GBMJG2302966,"1,807",34,239850720,1,17,67,407197875,1302211,182200,26534406,265917250,98142716,28,1,86,15,237120,17,12735768,7832,854584,0
"Sheï¿½ï¿½ï¿½s Gone, Da","Sheï¿½ï¿½ï¿½s Gone, Da",Disclosure,2024-05-29,USA2P2420371,"1,813",34,7021860,2000,61759962,67,149674,5277,182200,146800,816500,98142716,52,1746,2,39,2175560,41,25891,20,40920,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Parkmalody,2023-10-14,TCAHL2371470,"1,804",34,13900332,1737,402173,67,65378730,231736,847700,4605027,59606925,26646344,3,958,86,15,237120,17,12735768,7832,24734,0
Ma Fi Leil,Ma Fi Leil,Nassif Zeytoun,2024-04-16,LBA132400447,"1,806",34,1579231,195,741333,67,43912255,427835,182200,26534406,265917250,2635256,4,124,86,3,41160,17,12735768,7832,83701,0
NEON BLADE,NEON BLADE,MoonDeity,2022-06-01,SE6QE2237231,"1,821",34,256121980,60620,23882871,68,223554131,2671018,137960,139402074,1479505358,50959369,16,1,86,3,91280,1,1738308,3599,2490025,1
Corrido de Juan Armenta,Los Temas de Mis Pelï¿½ï¿½c,Vicente Fernï¿½ï¿½,2024-05-27,MXF012400279,"1,816",34,68134,3,138,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,10721923,6628,854584,0
Frozen,Frozen,Madonna,2021-12-03,USWB12105753,"1,817",34,171060866,62420,13385720,62,39445207,832416,1812874,58132303,954943543,7699,17,12696,529,9,15158,2,17914746,3997,6425997,0
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,2023-06-22,INW262317735,"1,823",34,208410725,14238,8924766,66,117750348,1330374,496900,14803092,327071314,85756632,3,597,86,1,1097,16,4121,18,242339,0
Pain,Pain,PinkPantheress,2021-02-05,QZFZ52145391,"1,819",34,595213841,124555,17910647,77,47759635,771300,206470,115511396,640679729,201866,33,1073,145,10,133199,17,2317940,3730,719198,1
T.B.H,1st Mini Album 'MANITO',QWER,2024-04-01,KRA382401946,"1,822",34,4579390,569,2440321,59,54015483,299452,182200,26534406,265917250,9441934,8,5954,86,15,237120,17,12735768,7832,44505,0
Titliaan,Titliaan,Afsana Khan,2020-11-09,INUM72000090,"1,820",34,60103893,7617,1238881,54,996649537,9168790,151100,1406442,44461309,23808458,4,310,86,15,237120,2,1935,7832,230094,0
Padam Padam,Padam Padam,Kylie Minogue,2023-05-18,GB5KW2301017,"1,826",34,142783595,27586,18160338,43,39579610,426906,49769,16387200,266934347,317063172,117,97932,1135,34,786028,87,2872697,3783,1166124,0
Pacto (feat. Bryant Myers & Dei V) - Remix,Pacto (Remix) [feat. Bryant Myers & Dei V],Jay Wheeler,2023-07-28,USUYG1499990,"1,829",34,112634428,23871,11484313,64,116848094,896215,182200,26534406,265917250,10987919,10,1217,86,2,25994,15,1644547,1260,268439,1
Finesse,Finesse,Pheelz,2022-03-03,QZQAY2239272,"1,830",34,162356099,67124,8539093,62,27222424,253527,813201,95230456,1145039714,966941,77,70941,515,15,574629,27,11491383,2501,4200295,0
SNAP,SNAP - Single,Rosa Linn,2022-03-19,QM4TX2221661,"1,828",34,1033308414,53249,27556242,1,12702613,214200,420936,170964850,1837588984,75492508,28,169034,944,15,33716,17,33378778,6855,854584,0
La Intenciï¿½,La Intenciï¿½,Christian Nodal,2024-01-26,QZQPC2100130,"1,831",34,119369458,5866,19272195,67,38415068,389722,43600,16305600,171858600,315995610,18,8223,1,18,103202,25,9198529,1038,380747,0
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,2022-03-18,UKWLG2200001,"1,825",34,371288040,69527,53951706,69,42623147,297084,5644,1282246,19793657,2591798957,111,205826,348,56,947134,40,4516525,729,2246791,0
Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300804,"1,824",34,175095439,21001,6637673,75,61848993,311636,52412,3106312,21618436,80192815,25,109675,21,2,81390,6,44998795,7316,268281,0
Volvï¿,Volvï¿½ï¿½ - Si,Aventura,2021-08-03,QMFME2168127,"1,833",34,780755736,107320,35444438,72,89683527,493296,30301,6103064,49294071,98142716,97,39183,129,25,383440,46,69320555,14510,1804089,1
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,2021-10-30,INUM72100076,"1,832",34,185690034,20169,4249749,62,653915314,6109560,26625,3745325,52219515,98142716,13,1527,86,15,237120,6,835141,472,326010,0
Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,2023-04-24,USA2P2310675,"1,839",34,210481840,14690,8191208,67,209677493,2906443,95008,178551449,1027127321,571782627,29,3674,27,5,180148,24,645104,601,491972,0
Diamonds,Diamonds,Sam Smith,2020-09-17,GBUM72002531,"1,835",34,411109963,53928,10287976,58,205575225,1908534,142900,23431333,254269639,48735190,133,403730,53,158,831207,35,77375004,11904,5268930,0
Self Love (Spider-Man: Across the Spider-Verse),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308561,"1,838",34,168713011,40836,5604951,68,42717660,479690,182200,26534406,265917250,28182,37,1635,2,15,237120,2,548106,2911,371164,0
It's Not Right But It's Okay,It's Not Right (But It's Ok),Mr. Belt & Wezol,2024-02-23,NLP762300246,"1,841",34,56343820,9047,82301244,78,1245263,8718,182200,26534406,265917250,98142716,35,25492,86,99,11766777,33,2147,23,570335,0
Sweet Dreams,Sweet Dreams,Koe Wetzel,2024-05-17,USQX92401736,"1,836",34,20827832,2016,9370898,75,3054416,50012,182200,26534406,265917250,34213155,24,163,2,7,1596756,20,3202724,2499,23699,0
Mittelmeer,Mittelmeer,Pashanim,2024-05-23,DECE72400931,"1,840",34,20583156,3159,12002200,76,1094955,53918,182200,26534406,265917250,98142716,22,775,86,10,3417114,19,12735768,7832,24801,0
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,2023-05-17,QZVFR2301356,"1,848",34,184630078,29450,3853996,69,63500291,813255,66100,15513962,102841979,69529,2,4,86,15,237120,17,1043199,2591,683699,1
We Are The People - southstar Remix,We Are The People (Southstar Remix),Empire Of The Sun,2023-02-17,AU2DY2300031,"1,847",34,131670125,46791,23537698,66,148269610,1257935,14500,1854474,24090347,98142716,29,6116,86,20,225396,7,7916,7832,764949,0
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,GBAHS2100229,"1,845",34,329901408,127068,10900641,59,139803282,2011079,823150,666189916,5034712644,5387519,56,5281,86,11,42260,13,396981,1386,1625019,1
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,2023-04-24,ING642302554,"1,846",34,30668840,681,196547,60,324783065,1774598,1170,64466,967073,98142716,28,5954,86,15,237120,17,12735768,7832,24271,0
Little Life,Little Life,Cordelia,2023-10-19,QZTB32354348,"1,844",34,15433188,5294,5121873,67,1480668,47307,1112614,310478118,2139918587,3395360,10,250,86,5,564034,5,48577,571,165267,0
LOVE YOU BETTER,I NEVER LIKED YOU,Future,2022-04-29,USSM12203790,"1,843",34,128787729,37150,4216777,63,56487397,578887,35830,4458009,39913325,11069874,12,260687,3962,1,46208,5,85707959,10837,903005,1
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,2023-08-24,QZDYA1800274,"1,856",34,178247858,12797,13650757,73,104715392,352213,12100,2454985,26823518,37557065,17,15249,212,17,5682855,5,19861700,1116,415549,0
Whistle,Whistle (feat. Calum Scott),Jax Jones,2023-02-10,GBUM72202305,"1,859",34,150399875,24147,33879427,68,31790864,197887,8960,2341316,59124615,144744994,58,179831,93,34,800892,9,1523762,7832,1848814,0
Thang For You (feat. No Cap),Thang For You (feat. No Cap),Rylo Rodriguez,2023-06-23,QZUZR2307704,"1,860",34,34566972,14562,6350457,54,63064761,306628,199169,17792202,155967629,279837629,17,5954,4,3,151282,7,7359694,5246,706470,1
Before You Leave Me,Before You Leave Me,Alex Warren,2024-02-16,USAT22314248,"1,854",34,99946842,9128,36536793,78,4417747,54887,182200,309855,2306041,47328686,21,10826,58,15,312659,27,2870114,552,310024,0
2Humpy is Back,2Humpy is Back,2Rare,2024-04-05,USWB12401052,"1,861",34,299871,71,576253,67,148269610,1257935,387200,5817255,40815691,98142716,1,1,86,15,237120,7,82867,56,20511,1
la noia,La noia,Angelina Mango,2024-02-07,ITJG42400001,"1,853",34,81694468,4777,7822812,80,47424040,377348,182200,173700,4000000,251776060,28,14334,86,15,3191554,23,3551,7832,262811,0
TUS Lï¿½ï¿½GR,Microdosis,Mora,2022-04-01,QM4TX2252947,"1,862",34,231258162,42133,12601998,64,143774447,773465,1754800,79825538,760223916,317485352,27,5833,368,1,46161,20,3321809,662,616275,1
The EPA Song,Make It Myself,Ants on a Log,2023-03-31,QMFME2231905,"1,876",34,239850720,3,56,67,369121448,410669,182200,26534406,265917250,98142716,28,2,86,15,237120,17,12735768,7832,1,0
La solution,Voodoo belge,Marka,2023-02-03,BEW512200007,"1,871",34,1537,3,226,67,414936783,442757,182200,26534406,265917250,98142716,28,3,86,15,237120,17,12735768,7832,854584,0
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,2022-09-28,QZNWZ2297541,"1,868",34,299202591,67616,26749482,67,36393651,720855,418361,408682791,5978876777,1312638,21,796,86,6,28157,17,3556887,3088,2693410,1
Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,2022-01-05,AR3N42100008,"1,866",34,297383787,36673,9448129,65,467320988,3360533,182200,26534406,265917250,595873581,20,12895,86,14,27719,8,344197,604,737203,0
Tal Para Cual,Tal Para Cual,Salastkbron,2024-01-11,AR5UH2301964,"1,867",34,54141672,5115,10033097,70,89396830,355314,182200,26534406,265917250,195623398,28,183,86,2,6018,13,12735768,7832,36160,0
El Tï¿½ï¿½,El Tï¿½ï¿½,Grupo Firme,2020-10-27,QZDQH1906375,"1,877",34,432634168,31429,17749866,59,699174305,2537896,128548,12531029,168805311,19333484,16,5054,134,7,6081112,38,92147328,21527,1109128,0
Sorriso no Rosto,Sorriso no Rosto,Mc IG,2024-05-28,BRWMB2400738,"1,874",34,11576361,935,26514018,71,9310828,224835,182200,26534406,265917250,104741,2,2,86,5,7100195,19,12735768,7832,854584,1
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,USUG12101248,"1,878",34,884616492,101479,24049783,77,211384847,2822121,94602,92641326,464412661,14107434,32,1529,7,10,32485,8,21456287,28539,1187607,0
ICU,ICU,Coco Jones,2022-10-21,USUM72216687,"1,881",34,52106559,13612,2835147,61,70625059,637218,50210,9243349,81185287,143356579,30,173142,104,4,432333,36,52357286,37370,1514755,0
Joy (In My Own Time) - Tribe Song,Joy (In My Own Time) [Tribe Song],DAMIEN,2023-03-31,AUMEV2312696,"1,880",34,6300,10,398,3,371579831,300617,7,807,29251,45503399,28,30,86,15,237120,17,12735768,7832,854584,0
Enemy - Radio Edit,"NOW That's What I Call Music!, Vol. 82",Imagine Dragons,2022-05-06,USUM72019717,"1,886",33,820953,204,16612,22,38888242,500894,182200,26534406,265917250,98142716,28,576584,86,15,237120,17,12735768,7832,854584,0
When It Comes To You,When It Comes To You,Fridayy,2023-07-21,USUM72309787,"1,884",33,36398813,7606,12388422,62,51105810,440385,42585,3116540,30427598,166879315,17,65182,77,5,660396,39,37401204,8950,1019440,0
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,2022-09-19,SGB502242208,"1,891",33,32642,7,2063,1,50391,373,3622500,8929235,235913641,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Libaas,Libaas,Kaka,2020-11-19,INS402000018,"1,889",33,76630812,8933,1073356,51,964253382,9620300,199165,7327817,99450429,865457,4,20,86,15,237120,5,7,7832,264288,0
Flooded The Face,Pink Tape,Lil Uzi Vert,2023-06-30,USAT22306846,"1,885",33,125102655,54044,18974212,66,7154684,115132,6550,1263286,9831629,174647301,26,5954,86,4,20831,1,502164,1157,207467,1
"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")","90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,2024-02-20,INM432400019,"1,892",33,6576855,307,62869,67,66986452,456000,128600,774,6127,33272955,1,91,86,15,237120,17,12735768,7832,43588,0
"Ranjithame (From ""Varisu"")","Ranjithame (From ""Varisu"")",Thalapathy Vijay,2022-11-05,INS182203495,"1,890",33,123908201,6218,4505067,62,417372813,3801568,182200,26534406,265917250,70876135,1,5954,86,15,237120,4,12735768,7832,62937,0
X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2023-02-03,USUM72222547,"1,887",33,491242756,37814,18470152,75,80668854,1002368,37716,4293404,77308719,1693129,57,23639,37,30,2744817,32,28747940,3596,734819,1
IT GIRL,IT GIRL,Aliyah's Interlude,2023-09-30,QZTB22388736,"1,894",33,118193328,26395,13098603,67,16317704,394257,230472,100318030,736463674,98142716,10,342,8,2,1675,29,377548,4267,669634,1
It's A Wrap - Sped Up,It's A Wrap,Mariah Carey,2023-02-10,USUM72301683,"1,900",33,35004403,6013,1732149,51,148269610,1257935,2450912,309650224,2693255753,98142716,4,29,417,15,237120,8,92054,1102,35868,0
Never Be Lonely,Never Be Lonely,Jax Jones,2024-02-09,GBUM72400217,"1,896",33,27715232,2834,16731190,67,10646067,88249,182200,26534406,265917250,33280611,31,56755,40,36,7400670,50,222437,7832,519975,0
SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,2022-12-20,USAT22223103,"1,895",33,519330096,67639,18087902,74,255558,3748,182200,26534406,265917250,98142716,26,2969,86,7,22420,11,1778625,5601,1841098,1
Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,2024-01-26,DEE862301861,"1,902",33,21179750,3144,19059841,67,7849267,75556,182200,26534406,265917250,58998674,44,81555,86,63,7355939,38,8608,10,854584,0
Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,2023-03-24,BRUM72202351,"1,899",33,23883628,1390,2563092,51,341471782,1328954,182200,450726,5358634,1018907021,3,173,86,7,164494,5,12735768,7832,7075,0
Been Like This,Been Like This,Meghan Trainor,2024-03-14,USSM12401540,"1,903",33,44441672,3110,21182930,24,6534998,164262,182200,7764642,95682600,186561065,33,38516,336,30,865129,26,1310044,1685,190730,0
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306108,"1,910",33,372248119,6868,1527625,67,148269610,1257935,182200,26534406,265917250,98142716,17,115236,86,1,31089,9,12735768,7832,854584,0
Un Coco,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214892,"1,904",33,534736940,54870,16605882,73,243635144,1460980,35000,53470902,327984369,20204348,11,1066,86,1,72,4,17997118,4174,751985,0
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,2022-05-20,QMRSZ2200986,"1,906",33,156975001,21559,5658951,68,96079749,597275,192794,29435568,313652545,328117737,28,256048,130,3,87459,17,35986096,37567,854584,0
Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Purple Disco Machine,2024-05-03,DEE862400579,"1,905",33,19468909,2924,43639283,73,1130001,20708,182200,26534406,265917250,777,38,13552,86,64,1639901,21,10518,15,134063,0
Creeper Star,Creeper Star,Leo Walrus,2022-11-29,GX8MK2200002,"1,915",33,239850720,28,283,2,445360465,369291,1,25,541,98142716,28,12,86,15,237120,17,12735768,7832,854584,0
Ya Acabo,"DEV, Vol. 2",Marca MP,2021-02-19,QZFZ62111678,"1,916",33,340744110,34114,13462017,65,616701633,3072699,148099,24444067,229127001,16616564,8,3944,328,3,178476,9,79403159,20882,1239032,0
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",2023-03-27,USQX92301932,"1,914",33,141377619,54114,7207419,66,20493982,566751,2021,802527,4036849,29195879,23,49738,464,12,99533,8,3088380,1985,387490,1
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,USUG12103690,"1,912",33,842558786,55074,40675939,74,290178261,6813320,169911,110877621,743331968,25836314,86,1865,77,9,21290,24,9689583,25854,827246,1
"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,2021-12-14,INS182116113,"1,917",33,125396685,6443,2952745,55,672837687,6059733,182200,26534406,265917250,259045019,6,5954,86,15,237120,2,12735768,7832,118884,0
Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,2024-05-16,USUG12402628,"1,913",33,12724701,3327,49830444,72,148269610,1257935,182200,26534406,265917250,98142716,15,1880,7,14,1284887,39,180837,132,71800,0
"QUï¿½ï¿½TENME EL TELï¿½ï¿½FONO (feat. Yandel, Jay ",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400695,"1,919",33,39876490,5502,29909107,70,22359938,133504,182200,26534406,265917250,9505646,6,1304,86,7,228766,19,320121,241,328225,1
"Kalaastar (From ""Honey 3.0"")","Kalaastar (From ""Honey 3.0"") - Single",Yo Yo Honey Singh,2023-10-15,INZ031413795,"1,920",33,31193454,2610,1441921,67,174795453,9673740,182200,26534406,265917250,98142716,2,427,86,15,237120,9,12735768,7832,64971,0
"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2024-02-23,ZA56E2415633,"1,927",33,30674267,5326,8199508,68,52613580,674511,182200,64953911,934535152,26918523,29,2894,86,7,91885,15,12735768,7832,854584,0
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,2023-01-13,ITB002200841,"1,925",33,239288183,42084,9541843,71,56033826,823483,274300,20568859,206096023,22318374,34,38434,36,18,157940,20,2037712,2656,1704066,1
Meridian,Meridian,Dave,2023-08-24,GBUM72306716,"1,921",33,81911061,28740,4403115,3,56777570,494663,43903,8852635,106000587,85442573,26,5954,86,30,865583,20,12735768,7832,1019877,1
Ten by Ten,Lazy Mechanics,Carrier,2023-02-24,UKMDH2100069,"1,929",33,2265,37,2401,1,374193651,1023665,182200,26534406,265917250,98142716,28,2,86,15,237120,17,12735768,7832,51,0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,ANNA ASTI,2023-07-14,RUA1D2370675,"1,922",33,17080355,5909,554886,53,203425864,773896,31300,2959139,33547289,435977933,17,1220,86,15,237120,17,12735768,7832,1065042,0
LOU LOU,LOU LOU - Single,Gabito Ballesteros,2023-10-21,USA2P2350242,"1,926",33,242519709,18760,16688762,67,49878848,310358,48600,7116059,79422764,98142716,10,1,86,11,13121412,9,2357958,1130,329048,1
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,2022-05-13,ITB002200385,"1,936",33,308183607,57988,30736731,64,29232672,460660,145290,31480770,401636873,65010,70,175801,629,52,355125,32,20536894,2578,2354432,0
Mourning,Mourning,Post Malone,2023-05-19,USUM72306015,"1,938",33,160305133,35523,3552008,62,51153469,760977,7354,3026171,44574455,152388969,54,10192,916,6,99943,9,49591623,4402,437969,1
300 Noches,300 Noches,Belinda,2024-04-25,MXF152301940,"1,937",33,51637997,2090,37145336,78,17476503,309492,182200,26534406,265917250,2635352,7,2208,86,8,1175213,16,12157,90,131747,1
BAIXO,BAIXO,xxanteria,2023-09-19,QZS7J2358214,"1,942",33,101938916,14123,13264777,67,65544713,996619,385086,61673120,613007025,21795577,1,5954,86,15,237120,17,12735768,7832,436098,0
Asylum,Avana (Deluxe),Olivetheboy,2024-03-01,USQX92400566,"1,940",33,4792243,518,3436044,64,3218219,32702,426600,5937072,67702628,98142716,16,79,86,2,5829,7,12735768,7832,480872,0
American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,2024-05-22,QM7YK2300245,"1,941",33,12102307,2,9001,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,1123232,0
ceilings,five seconds flat,Lizzy McAlpine,2022-04-08,GBKPL2280163,"1,944",33,540382129,67808,85710040,76,33922247,572580,681271,330884076,2631370364,237035026,76,24819,558,31,1893859,58,5849073,5565,1224138,0
HIBIKI,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364184,"1,948",33,160821035,28905,14456501,67,30126694,416875,182200,17020,185582,36717,11,1127,86,6,293259,10,2188466,230,141377,1
GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,2024-05-16,USUM72401566,"1,946",33,41517704,2895,85480305,79,2080156,61973,182200,26534406,265917250,98142716,22,641,86,9,329482,25,256755,49,62200,0
Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,2020-09-25,USTB12000152,"1,945",33,1675750095,506,66189,25,148269610,1257935,182200,26534406,265917250,98142716,97,5954,86,1,1689,9,539169583,334159,854584,0
LOST!,"Right Place, Wrong Person",RM,2024-05-24,USA2P2421303,"1,958",33,31453044,763,32866636,80,8834117,1274824,182200,26534406,265917250,119265847,12,65,1,20,1287877,3,955083,13,26633,1
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,2021-12-13,INS182116086,"1,957",33,50831625,3101,1472504,49,684136410,3996864,182200,26534406,265917250,326017670,28,1833,86,15,237120,1,12735768,7832,63424,0
Facas - Ao Vivo,Diego & Victor Hugo Ao Vivo Em Sï¿½ï¿½o Paulo Vo,Diego & Victor Hugo,2022-08-04,BC29Q2200025,"1,954",33,278318,114,34185,17,526506814,2040196,9,3218,61675,2231104652,28,27,86,15,237120,17,12735768,7832,854584,0
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2021-02-12,INZ031408749,"1,959",33,122853878,12736,2733790,67,873576528,7386664,182200,26534406,265917250,158304094,1,418,86,15,237120,17,12735768,7832,348168,0
